date,name,restaurant,etudiant,doctorant,campus,visiteur,vegetarian
2022-01-06,"Mozzarella billes aux tomates séchées et câpres, caponata, semoule de blé, salade ",Arcadie,12.0,12.0,12.0,12.0,False
2022-01-06,"Galette de polenta au Gruyère, lardons et salade de saison",Le Klee by Novae,5.5,6.5,7.0,8.0,False
2022-01-06,"Demi coquelet rôti, pommes grenaille au romarin \n",Microcity,10.0,11.0,12.0,13.0,False
2022-01-06,"Quesadillas de betterave, haricots rouges, cheddar, guacamole et brocolis\n végétarien",Microcity,10.0,11.0,12.0,13.0,True
2022-01-06,"Penne à l'ail et piments, pesto, pousses d'épinards et crumble de parmesan\n végétarien",Microcity,7.5,8.0,8.5,9.0,True
2022-01-06,"Buddha Bowl au saumon fumé, mangue et vinaigrette \n",Microcity,12.0,12.0,12.0,12.0,False
2022-01-06,"Cordon bleu de dinde au Vacherin fribourgeois, gratin de pommes de terre et carotte",Ornithorynque,12.0,13.0,14.0,15.0,False
2022-01-06,"Fusilli ""Grano d'oro"", brocoli, sauce tomate, roquette",Ornithorynque,5.5,6.5,7.0,8.0,False
2022-01-06,"Orni'Burger- Steak haché de bœuf 100% suisse, sauce relishProvenance: Suisse",Ornithorynque,9.0,9.5,10.0,11.0,False
2022-01-07,Brochette de Pangasius ASC à l'Orientale\nCouscous\nLégumes tajine,Alpine,8.0,9.0,10.0,11.0,False
2022-01-07,Curry de Volaille massaman \nRiz Thaï\nLégumes sautés,Alpine,10.5,11.0,11.5,12.5,False
2022-01-07,Grillades au choix,Alpine,12.5,12.5,12.5,12.5,False
2022-01-07,"Gratin de rigatoni, crème de gorgonzola, champignons,                      pointes de romanesco",Arcadie,5.5,6.5,7.0,8.0,False
2022-01-07,"Mozzarella billes aux tomates séchées et câpres, caponata, semoule de blé, salade ",Arcadie,12.0,12.0,12.0,12.0,False
2022-01-07,"Galette de polenta au Gruyère, lardons et salade de saison",Le Klee by Novae,5.5,6.5,7.0,8.0,False
2022-01-07,Endives au jambon gratinées au gruyère \n,Microcity,10.0,11.0,12.0,13.0,False
2022-01-07,"Crêpes au sarrasin, fondue de poireaux, fromage de chèvre, œuf parfait et toast\n végétarien",Microcity,10.0,11.0,12.0,13.0,True
2022-01-07,"Penne à l'ail et piments, pesto, pousses d'épinards et crumble de parmesan\n végétarien",Microcity,7.5,8.0,8.5,9.0,True
2022-01-07,"Buddha Bowl au saumon fumé, mangue et vinaigrette \n",Microcity,12.0,12.0,12.0,12.0,False
2022-01-07,"Pavé de saumon d'Ecosse rôti aux agrumes, risotto aux épinardsProvenance: Ecosse",Ornithorynque,12.0,13.0,14.0,15.0,False
2022-01-07,"Fusilli ""Grano d'oro"", brocoli, sauce tomate, roquette",Ornithorynque,5.5,6.5,7.0,8.0,False
2022-01-07,"Orni'Burger- Steak haché de bœuf 100% suisse, sauce relishProvenance: Suisse",Ornithorynque,9.0,9.5,10.0,11.0,False
2022-01-10,Salade Asia du Chef Noï,Alpine,5.5,6.5,7.0,8.0,False
2022-01-10,"Croquettes Veggies, sauce Calypso\nBoulgour\nRacine au four",Alpine,8.0,9.0,10.0,11.0,True
2022-01-10,Pad Thaï du Chef Noï\nSauté de légumes \ncébette,Alpine,10.5,11.0,11.5,12.5,False
2022-01-10,Ravioli légume grillé\nCrème de fromage affiné\nCopeaux de parmesan \nBouquet de roquette,Alpine,11.5,12.0,12.5,13.5,True
2022-01-10,"Gratin de penne au blé complet, crème de courge et Grana Padano végétarien",Arcadie,5.5,6.5,7.0,8.0,True
2022-01-10,"Mozzarella billes, tomates séchées, câpres, caponata, semoule de blé, salade  végétarien",Arcadie,12.0,12.0,12.0,12.0,True
2022-01-10,Polpette con rigatoni\nà la bolognaise de lentilles et légumes\n végétarien,Campus Biotech,0.0,0.0,0.0,0.0,True
2022-01-10,La pâte du jour\nSauce Pesto\nfromage râpé,Esplanade,8.0,9.0,10.0,11.0,False
2022-01-10,Pizza margherita,Esplanade,7.5,8.5,9.0,10.0,False
2022-01-10,Risotto safrané au jambon grillé Roquette\nCopeaux de parmesan  ,Esplanade,11.0,11.5,12.0,13.5,False
2022-01-10,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Giacometti,8.0,8.0,8.0,8.0,True
2022-01-10,"Salade de saison au poulet:\nMesclun, champignons poêlés, choux rouge vinaigré framboise, poulet et croutons aux herbes Provenance: CH",Giacometti,8.0,8.0,8.0,8.0,False
2022-01-10,"Notre gamme de sandwichs:\nAssortiment varié (Dinde fumée, tomate mozza...)",Giacometti,7.0,7.0,7.0,7.0,False
2022-01-10,Escalope de poulet à la valaisanne\nAccompagné de riz sauvage et courge rôtieProvenance: Suisse,La Ruche,11.0,12.0,13.0,14.0,False
2022-01-10,Emincé de seitan aux épices\nRösti maison et carottes,La Ruche,8.0,9.0,10.0,0.0,False
2022-01-10,"Macaroni du Chalet (poireaux, gruyère) végétarien",Le Klee by Novae,7.5,8.5,9.0,10.0,True
2022-01-10,"Kebab de Planted, aubergines grillées, pain pita\n végétarien",Microcity,10.0,11.0,12.0,13.0,True
2022-01-10,Quiche à la courge et à la noix végétarien,Microcity,10.0,11.0,12.0,13.0,True
2022-01-10,"Omelette au parmesan, salade verte ou potage végétarien",Microcity,7.5,8.0,8.5,9.0,True
2022-01-10,Buddha Bowl végétarien végétarien,Microcity,12.0,12.0,12.0,12.0,True
2022-01-10,"Tofu curry lait de coco, riz et legumes croquants (brocolis, carottes, chou chinois, mungo)",Native,10.5,11.0,11.5,12.5,False
2022-01-10,"Burger Vegan\nBuns, steak, salade, compotée d'oignons, sauce burger végan, frites",Native,10.5,11.0,11.5,12.5,False
2022-01-10,"Galette végétarienne, épinards, emmental et crème aux herbesProvenance: CH végétarien",Niki ,8.5,8.5,8.5,8.5,True
2022-01-10,"[Aloo gobi] Carottes, samoussas aux légumes, dahl de lentilles, fromage blanc à la coriandre végétarien",Ornithorynque,10.0,11.0,12.0,13.0,True
2022-01-10,Gnocchi à la sorrentina gratinés à la mozzarella végétarien,Ornithorynque,7.5,8.5,9.0,10.0,True
2022-01-10,"Quiche au Gruyère AOP Suisse et épinards, salade verte végétarien",Ornithorynque,8.0,8.5,9.0,9.5,True
2022-01-10,"Nems végétariens, nouilles aux légumes, soja et sauce thaï végétarien",Ornithorynque,9.0,9.5,10.0,11.0,True
2022-01-10,Blanquette d'émincé végétarien riz pilaw et petits pois végétarien,PUUR,14.9,14.9,14.9,14.9,True
2022-01-10,"Gnocchi al Gorgonzola, noix torréfiées et roquette fraiche végétarien",PUUR,14.9,14.9,14.9,14.9,True
2022-01-10,1/2 Aubergine confite et légumes grillés façon antipasti végétarien,Piano ,7.5,9.0,10.0,12.0,True
2022-01-10,Fiore tomate mozza sauce basilic végétarien,Piano ,11.5,11.5,11.5,11.5,True
2022-01-10,Grillade Végétarienne:\nSteak de légumes  végétarien,Piano ,8.5,8.5,8.5,8.5,True
2022-01-10,"Notre carte de Pizzas:\nAssortiment varié (4 saisons, Reine,  buffalina...)",Piano ,13.5,13.5,13.5,13.5,False
2022-01-10,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Piano ,11.0,11.0,11.0,11.0,True
2022-01-11,Salade Asia du Chef Noï,Alpine,5.5,6.5,7.0,8.0,False
2022-01-11,Calamars à la Romaine\nSauce Aïoli\nLégumes croquant en crudité,Alpine,8.0,9.0,10.0,11.0,False
2022-01-11,Curry Massaman\nVolaille et légumes \nRiz Thaï,Alpine,10.5,11.0,11.5,12.5,False
2022-01-11,"Tranche panée de Porc Suisse, quartier de citron\nCoquillettes au beurre\nCarottes vapeurs",Alpine,12.5,13.0,13.5,14.5,False
2022-01-11,"Gratin de penne au blé complet, crème de courge et Grana Padano végétarien",Arcadie,5.5,6.5,7.0,8.0,True
2022-01-11,"Mozzarella billes, tomates séchées, câpres, caponata, semoule de blé, salade  végétarien",Arcadie,12.0,12.0,12.0,12.0,True
2022-01-11,Pièce de porc rôtie\nMoutarde de figue\nPommes Lyonnaises\nCarottes au fourProvenance: Suisse,Campus Biotech,0.0,0.0,0.0,0.0,False
2022-01-11,La pâte du jour\nSauce tomate épicée\nFromage râpé,Esplanade,8.0,9.0,10.0,11.0,False
2022-01-11,Pizza margherita,Esplanade,7.5,8.5,9.0,10.0,False
2022-01-11,Cordon bleu de poulet\nQuartier de citron\nPâtes à la tomate\nBrocolis,Esplanade,11.0,11.5,12.0,13.5,False
2022-01-11,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Giacometti,8.0,8.0,8.0,8.0,True
2022-01-11,"Salade de saison au poulet:\nMesclun, champignons poêlés, choux rouge vinaigré framboise, poulet et croutons aux herbes Provenance: CH",Giacometti,8.0,8.0,8.0,8.0,False
2022-01-11,"Notre gamme de sandwichs:\nAssortiment varié (Dinde fumée, tomate mozza...)",Giacometti,7.0,7.0,7.0,7.0,False
2022-01-11,"Tajine de légumes au sésame\nComposée de pois-chiches, céleri, panais et pommes de terre",La Ruche,8.0,9.0,10.0,0.0,False
2022-01-11,Risotto d'épeautre\nAux champignons et brunoise de légumes\nParsemé de copeaux de Grana Padano,La Ruche,11.0,12.0,13.0,0.0,False
2022-01-11,"Macaroni du Chalet (poireaux, gruyère) végétarien",Le Klee by Novae,7.5,8.5,9.0,10.0,True
2022-01-11,Moussaka d'agneau et salade verteProvenance: Suisse,Microcity,10.0,11.0,12.0,13.0,False
2022-01-11,"Arancini à la tomate et mozzarella, légumes grillés  végétarien",Microcity,10.0,11.0,12.0,13.0,True
2022-01-11,"Omelette au parmesan, salade verte ou potage végétarien",Microcity,7.5,8.0,8.5,9.0,True
2022-01-11,"Cocktail de crevettes aux agrumes, crudités et semoule\nProvenance: Argentine",Microcity,12.0,12.0,12.0,12.0,False
2022-01-11,"Cevapcici, riz, chou frisé, pickles d'oignons rouge au vinaigre de framboise et crémeux de pois cassé",Native,10.5,11.0,11.5,12.5,False
2022-01-11,"ZAPIEKANKA : Demi baguette, sauce tomate, champignon, fromage vegan, frites\n",Native,10.5,11.0,11.5,12.5,False
2022-01-11,"Galette au poulet grillé, épinards, emmental et crème aux herbesProvenance: CH",Niki ,8.5,8.5,8.5,8.5,False
2022-01-11,"Escalope de dinde au marsala, gnocchi au paprika et brocolisProvenance: Suisse",Ornithorynque,12.0,13.0,14.0,15.0,False
2022-01-11,"Farfalle au saumon fumé, carottes, crème à l'anethProvenance: Ecosse",Ornithorynque,6.5,7.5,8.0,9.0,False
2022-01-11,"Quiche au Gruyère AOP Suisse et épinards, salade verte végétarien",Ornithorynque,8.0,8.5,9.0,9.5,True
2022-01-11,"Nems végétariens, nouilles aux légumes, soja et sauce thaï végétarien",Ornithorynque,9.0,9.5,10.0,11.0,True
2022-01-11,Omelette aux champignons gratin de pomme de terre aux fines herbes végétarien,PUUR,14.9,14.9,14.9,14.9,True
2022-01-11,Spaghetti complet Bolognaise pure boeuf sauce tomate et copeaux de fromage salade verteProvenance: CH,PUUR,14.9,14.9,14.9,14.9,False
2022-01-11,Entrecôte de boeuf sauce béarnaise  pommes frites et salade verteProvenance: CH,PUUR,,,,,False
2022-01-11,Ravioles à la tomate et sauce parmiggiana végétarien,Piano ,7.5,9.0,10.0,12.0,True
2022-01-11,"Calamars grillés, blé crémeux et petits pois aux herbes ",Piano ,13.5,13.5,13.5,13.5,False
2022-01-11,Grillade Rouge:\nTagliata de boeuf frite saladeProvenance: CH,Piano ,15.5,15.5,15.5,15.5,False
2022-01-11,Grillade Végétarienne:\nSteak de légumes  végétarien,Piano ,8.5,8.5,8.5,8.5,True
2022-01-11,"Notre carte de Pizzas:\nAssortiment varié (4 saisons, Reine,  buffalina...)",Piano ,13.5,13.5,13.5,13.5,False
2022-01-11,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Piano ,11.0,11.0,11.0,11.0,True
2022-01-11,"Salade de saison au poulet:\nMesclun, champignons poêlés, choux rouge vinaigré framboise, poulet et croutons aux herbes Provenance: CH",Piano ,11.0,11.0,11.0,11.0,False
2022-01-11,"BOWL DU JOUR \n(Crevettes au sésame, Falafel, Nouille de riz, Choux blanc, Concombre, Choux Chinois, haricots noir et blanc persillés, Flan d'épinards et Epis de maïs)",Zaha,12.0,12.0,12.0,12.0,False
2022-01-12,Salade Asia du Chef Noï,Alpine,5.5,6.5,7.0,8.0,False
2022-01-12,Filet de Tilapia ASC mariné\nCouscous\nLégumes tajine,Alpine,8.0,9.0,10.0,11.0,False
2022-01-12,Boulettes de bœuf \naux trois saveurs\nNouilles sautées au choux chinois,Alpine,10.5,11.0,11.5,12.5,False
2022-01-12,Tartiflette maison à la raclette du ValaisProvenance: suisse,Alpine,12.5,13.0,13.5,14.5,False
2022-01-12,"Gratin de penne au blé complet, crème de courge et Grana Padano végétarien",Arcadie,5.5,6.5,7.0,8.0,True
2022-01-12,"Mozzarella billes, tomates séchées, câpres, caponata, semoule de blé, salade  végétarien",Arcadie,12.0,12.0,12.0,12.0,True
2022-01-12,Suprême de poulet jaune\nSauce échalotes\nPommes de terre rissolées\nÉpinards confitsProvenance: Suisse,Campus Biotech,0.0,0.0,0.0,0.0,False
2022-01-12,Gratin de pâtes montagnards\nou\nPâtes sauce Napolitaine,Esplanade,8.0,9.0,10.0,11.0,False
2022-01-12,Pizza margherita,Esplanade,7.5,8.5,9.0,10.0,False
2022-01-12,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Giacometti,8.0,8.0,8.0,8.0,True
2022-01-12,"Salade de saison au poulet:\nMesclun, champignons poêlés, choux rouge vinaigré framboise, poulet et croutons aux herbes Provenance: CH",Giacometti,8.0,8.0,8.0,8.0,False
2022-01-12,"Notre gamme de sandwichs:\nAssortiment varié (Dinde fumée, tomate mozza...)",Giacometti,7.0,7.0,7.0,7.0,False
2022-01-12,Lasagne végétarienne\nComposée d'une bolognaise végétarienne\nSaladine de chicorée rouge et noisettes,La Ruche,8.0,9.0,10.0,0.0,False
2022-01-12,Rôti de porc aux pruneaux\nGratin dauphinois et choux-fleursProvenance: Suisse,La Ruche,11.0,12.0,13.0,14.0,False
2022-01-12,"Macaroni du Chalet (poireaux, gruyère) végétarien",Le Klee by Novae,7.5,8.5,9.0,10.0,True
2022-01-12,"Bœuf bourguignon à l'ancienne, légumes d'hiver\nProvenance: Suisse",Microcity,10.0,11.0,12.0,13.0,False
2022-01-12,"Feuilleté de pommes de terre au seitan, crème à la ciboulette\n végétarien",Microcity,10.0,11.0,12.0,13.0,True
2022-01-12,"Omelette au parmesan, salade verte ou potage végétarien",Microcity,7.5,8.0,8.5,9.0,True
2022-01-12,"Cocktail de crevettes aux agrumes, crudités et semoule\nProvenance: Argentine",Microcity,12.0,12.0,12.0,12.0,False
2022-01-12,"Seitan mariné, boulgour, courge rotie, amandes torréfiées et sauce brune",Native,10.5,11.0,11.5,12.5,False
2022-01-12,"Burger Vegan\nBuns, steak, salade, compotée d'oignons, sauce burger végan, frites",Native,10.5,11.0,11.5,12.5,False
2022-01-12,"Galette au poulet grillé, épinards, emmental et crème aux herbesProvenance: CH",Niki ,8.5,8.5,8.5,8.5,False
2022-01-12,Pot au feu de bœuf (façon grand-mère)	\n	\nProvenance: Suisse,Ornithorynque,12.0,13.0,14.0,15.0,False
2022-01-12,"Farfalle au saumon fumé, carottes, crème à l'anethProvenance: Ecosse",Ornithorynque,6.5,7.5,8.0,9.0,False
2022-01-12,"Nems végétariens, nouilles aux légumes, soja et sauce thaï végétarien",Ornithorynque,9.0,9.5,10.0,11.0,True
2022-01-12,filet de cabillaud au basilic et pignons risoni et julienne de poireau,PUUR,15.9,15.9,15.9,15.9,False
2022-01-12,"Risotto au vin blanc à la courge, pousse d'épinards et salade menu ",PUUR,14.9,14.9,14.9,14.9,False
2022-01-12,Entrecôte de boeuf beurre aux herbes  pommes frites et salade verteProvenance: CH,PUUR,,,,,False
2022-01-12,"Escalope Milanaise, spaghetti  et haricots verts sautés",Piano ,13.5,13.5,13.5,13.5,False
2022-01-12,Grillade Rouge:\nTagliata de boeuf frite saladeProvenance: CH,Piano ,15.5,15.5,15.5,15.5,False
2022-01-12,Grillade Végétarienne:\nSteak de légumes  végétarien,Piano ,8.5,8.5,8.5,8.5,True
2022-01-12,"Notre carte de Pizzas:\nAssortiment varié (4 saisons, Reine,  buffalina...)",Piano ,13.5,13.5,13.5,13.5,False
2022-01-12,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Piano ,11.0,11.0,11.0,11.0,True
2022-01-12,"Salade de saison au poulet:\nMesclun, champignons poêlés, choux rouge vinaigré framboise, poulet et croutons aux herbes Provenance: CH",Piano ,11.0,11.0,11.0,11.0,False
2022-01-12,"BOWL DU JOUR \n(Crevettes au sésame, Falafel, Nouille de riz, Choux blanc, Concombre, Choux Chinois, haricots noir et blanc persillés, Flan d'épinards et Epis de maïs)",Zaha,12.0,12.0,12.0,12.0,False
2022-01-13,Salade Asia du Chef Noï,Alpine,6.5,7.5,8.0,9.0,False
2022-01-13,Ragoût de légumes\nà la provençale\nSemoule au thym,Alpine,8.0,9.0,10.0,11.0,True
2022-01-13,Rouleau de printemps\nsweet chili sauce \nRiz aux légumes,Alpine,10.5,11.0,11.5,12.5,False
2022-01-13,CheeseBurger de Bœuf Suisse\nBun au sésame\nSalade Coleslaw\nPommes frites,Alpine,13.5,14.0,14.5,15.5,False
2022-01-13,"Gratin de penne au blé complet, crème de courge et Grana Padano végétarien",Arcadie,5.5,6.5,7.0,8.0,True
2022-01-13,"Mozzarella billes, tomates séchées, câpres, caponata, semoule de blé, salade  végétarien",Arcadie,12.0,12.0,12.0,12.0,True
2022-01-13,Massala de chou fleur et lentilles\nTofu bio fumé végétarien,Campus Biotech,0.0,0.0,0.0,0.0,True
2022-01-13,La pâte du jour\nSauce Amatricianna\nou\nSauce crème d'épinards,Esplanade,8.0,9.0,10.0,11.0,False
2022-01-13,Pizza margherita,Esplanade,7.5,8.5,9.0,10.0,False
2022-01-13,"Salade végétarienne:\nPousse d'épinards, Courge rôtie, Gruyère Suisse, Noix, Falafel et Origan frais végétarien",Giacometti,8.0,8.0,8.0,8.0,True
2022-01-13,"Salade de saison au poulet:\nMesclun, champignons poêlés, choux rouge vinaigré framboise, poulet et croutons aux herbes Provenance: CH",Giacometti,8.0,8.0,8.0,8.0,False
2022-01-13,"Notre gamme de sandwichs:\nAssortiment varié (Dinde fumée, tomate mozza...)",Giacometti,7.0,7.0,7.0,7.0,False
2022-01-13,Calamars à la romaine\nSauce aïoli\nAccompagnés de pommes sautées et bâtonnets de carottesProvenance: Espagne\n,La Ruche,11.0,12.0,13.0,0.0,False
2022-01-13,Gnocchi sautés aux légumes de saison\n,La Ruche,8.0,9.0,10.0,0.0,False
2022-01-13,"Macaroni du Chalet (poireaux, gruyère) végétarien",Le Klee by Novae,7.5,8.5,9.0,10.0,True
2022-01-13,"Sandwich Falafel, croquants composés d'un mélange de fèves, pois chiches, épices cornichons et sauce tarator végétarien",Li Beirut - Food Truck,7.5,,,,True
2022-01-13,"Sandwich Chiche Taouk, \nPoulet au citron, sept épices libanaises et sauce à l'ail",Li Beirut - Food Truck,9.0,9.0,9.0,9.0,False
2022-01-13,"Chawarma poulet Sandwich, Emincé de poulet mariné rôti à la broche, salade, cornichons et sauce à l'ail",Li Beirut - Food Truck,9.0,9.0,9.0,9.0,False
2022-01-13,"Sandwich batata, au pomme de terre et sauce à l'ail végétarien",Li Beirut - Food Truck,,,,,True
2022-01-13,"Sandwich Chiche Taouk, \nPoulet au citron, sept épices libanaises et sauce à l'ail",Li Beirut - Food Truck,,,,,False
2022-01-13,"Sandwich Kafta, \nviande hachée grillé avec persil, cornichon",Li Beirut - Food Truck,,,,,False
2022-01-13,"Plateau végétarien,\nHoumous, caviar d'aubergine, salade de persil, fromage sambousik, fattayer épinard et falafel végétarien",Li Beirut - Food Truck,,,,,True
2022-01-13,"Colin meunière aux amandes, pommes vapeur\nProvenance: France",Microcity,10.0,11.0,12.0,13.0,False
2022-01-13,"Samossas de légumes au curry, dhal de lentilles au Quorn\n végétarien",Microcity,10.0,11.0,12.0,13.0,True
2022-01-13,"Omelette au parmesan, salade verte ou potage végétarien",Microcity,7.5,8.0,8.5,9.0,True
2022-01-13,"Cocktail de crevettes aux agrumes, crudités et semoule\nProvenance: Argentine",Microcity,12.0,12.0,12.0,12.0,False
2022-01-13,"Quorn, quinoa à la spiruline, pois chiches et patate douce rotie. (sauce carotte) ",Native,10.5,11.0,11.5,12.5,False
2022-01-13,"Galette au poulet grillé, épinards, emmental et crème aux herbesProvenance: CH",Niki ,8.5,8.5,8.5,8.5,False
2022-01-13,"Travers de porc laqués au miel, frites et légumes d'hiverProvenance: Suisse",Ornithorynque,12.0,13.0,14.0,15.0,False
2022-01-13,"Farfalle au saumon fumé, carottes, crème à l'anethProvenance: Ecosse",Ornithorynque,6.5,7.5,8.0,9.0,False
2022-01-13,"Nems végétariens, nouilles aux légumes, soja et sauce thaï végétarien",Ornithorynque,9.0,9.5,10.0,11.0,True
2022-01-13,Curry vert Thailandais de tofu et courge nouilles soba et noix de cajou végétarien,PUUR,14.9,14.9,14.9,14.9,True
2022-01-13,Mijoté de poulet sauce moutarde à l'orange polenta et chou frisé braiséProvenance: CH,PUUR,14.9,14.9,14.9,14.9,False
2022-01-13,Entrecôte de boeuf beurre aux herbes  pommes frites et salade verteProvenance: CH,PUUR,,,,,False
2022-01-13,Escalope de dinde Al Limone et Linguini,Piano ,13.5,13.5,13.5,13.5,False
2022-01-13,Grillade Rouge:\nTagliata de boeuf frite saladeProvenance: CH,Piano ,15.5,15.5,15.5,15.5,False
2022-01-13,Grillade Végétarienne:\nSteak de légumes  végétarien,Piano ,8.5,8.5,8.5,8.5,True
2022-01-13,"Notre carte de Pizzas:\nAssortiment varié (4 saisons, Reine,  buffalina...)",Piano ,13.5,13.5,13.5,13.5,False
